dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,Date,yr,gap,vix_prev
S,BEAR,True,-730.0,47.2,19,14.25,14.5,0.0,12,2023-08-22,2023,0.44,17.13
L,BULL,True,445.0,46.88,46,14.0,1.5,9.25,11,2023-08-23,2023,0.225,16.97
L,BEAR,False,-730.0,47.17,4,14.25,56.75,-53.75,09,2023-08-24,2023,0.291,15.98
S,NEUTRAL,False,-755.0,48.9,11,14.75,31.5,-18.5,12,2023-08-25,2023,0.373,17.2
S,NEUTRAL,False,107.5,48.9,18,14.75,10.5,2.5,13,2023-08-25,2023,0.373,17.2
S,BEAR,True,-217.5,51.88,72,15.5,10.25,-4.0,09,2023-08-28,2023,0.424,15.68
S,BULL,False,-792.5,51.88,11,15.5,18.0,-11.75,11,2023-08-28,2023,0.424,15.68
S,NEUTRAL,False,-792.5,51.88,5,15.5,20.75,-14.5,11,2023-08-28,2023,0.424,15.68
L,BULL,True,-792.5,51.88,4,15.5,18.5,1.5,12,2023-08-28,2023,0.424,15.68
S,BULL,False,-780.0,50.62,12,15.25,33.75,-32.25,09,2023-08-29,2023,0.044,15.08
L,NEUTRAL,False,595.0,53.27,65,16.0,3.25,12.25,09,2023-08-30,2023,0.034,14.45
S,BULL,False,832.5,51.4,70,15.5,4.75,17.0,09,2023-08-31,2023,0.033,13.88
S,BEAR,True,257.5,51.4,43,15.5,10.0,5.5,11,2023-08-31,2023,0.033,13.88
S,BULL,False,-205.0,48.38,44,14.5,6.25,-3.75,11,2023-09-01,2023,0.473,13.57
L,NEUTRAL,False,-655.0,42.6,6,12.75,31.5,-9.0,09,2023-09-06,2023,0.173,14.01
S,BEAR,True,-655.0,42.7,3,12.75,23.75,-17.5,09,2023-09-07,2023,0.608,14.45
L,NEUTRAL,False,-5.0,42.7,29,12.75,8.75,0.25,12,2023-09-07,2023,0.608,14.45
L,NEUTRAL,False,657.5,32.95,67,10.0,6.5,13.5,09,2023-09-11,2023,0.449,13.84
S,BEAR,True,-505.0,32.67,27,9.75,18.0,6.0,10,2023-09-12,2023,0.284,13.8
L,NEUTRAL,False,-505.0,32.67,22,9.75,18.5,-10.75,12,2023-09-12,2023,0.284,13.8
S,BEAR,True,-455.0,28.8,4,8.75,15.0,-4.5,09,2023-09-13,2023,0.005,14.23
S,NEUTRAL,False,170.0,28.8,62,8.75,6.75,3.75,10,2023-09-13,2023,0.005,14.23
L,NEUTRAL,False,-455.0,28.8,7,8.75,17.75,-3.75,13,2023-09-13,2023,0.005,14.23
S,NEUTRAL,False,-442.5,28.55,34,8.5,11.75,-9.0,11,2023-09-14,2023,0.429,13.48
S,NEUTRAL,False,1145.0,29.25,66,8.75,0.25,23.25,09,2023-09-15,2023,0.426,12.82
S,BEAR,True,545.0,29.25,55,8.75,6.0,11.25,10,2023-09-15,2023,0.426,12.82
S,BEAR,True,-155.0,29.25,21,8.75,5.75,-2.75,13,2023-09-15,2023,0.426,12.82
S,BULL,False,-467.5,29.88,12,9.0,15.25,-4.0,09,2023-09-18,2023,0.145,13.79
L,BULL,True,345.0,31.02,15,9.25,3.0,7.25,13,2023-09-19,2023,0.247,14.0
S,BEAR,True,2757.5,32.4,64,9.75,3.25,55.5,09,2023-09-20,2023,0.209,14.11
L,BULL,True,-505.0,32.4,12,9.75,58.0,-57.25,12,2023-09-20,2023,0.209,14.11
S,BEAR,True,2370.0,32.4,18,9.75,4.25,47.75,13,2023-09-20,2023,0.209,14.11
L,BEAR,False,-530.0,34.08,41,10.25,31.5,-30.5,10,2023-09-21,2023,0.558,15.14
S,NEUTRAL,False,1307.5,36.15,65,10.75,7.5,26.5,09,2023-09-22,2023,0.243,17.54
S,BEAR,True,-555.0,36.15,4,10.75,23.5,1.5,13,2023-09-22,2023,0.243,17.54
L,BEAR,False,1332.5,37.73,64,11.25,5.25,27.0,09,2023-09-25,2023,0.333,17.2
S,NEUTRAL,False,-467.5,37.73,24,11.25,10.5,-9.0,13,2023-09-25,2023,0.333,17.2
S,BEAR,True,770.0,39.17,63,11.75,2.5,15.75,09,2023-09-26,2023,0.669,16.9
S,BEAR,True,282.5,39.17,53,11.75,9.5,6.0,10,2023-09-26,2023,0.669,16.9
L,BEAR,False,-630.0,40.85,3,12.25,45.75,-2.5,09,2023-09-27,2023,0.11,18.94
S,NEUTRAL,False,-667.5,43.6,13,13.0,34.0,-16.25,09,2023-09-28,2023,0.261,18.22
S,BEAR,True,1545.0,45.67,64,13.75,5.75,31.25,09,2023-09-29,2023,0.635,17.34
S,NEUTRAL,False,545.0,45.67,47,13.75,9.25,11.25,11,2023-09-29,2023,0.635,17.34
S,BEAR,True,-705.0,45.67,5,13.75,25.75,-13.75,13,2023-09-29,2023,0.635,17.34
S,NEUTRAL,False,-30.0,47.05,72,14.0,12.0,-0.25,09,2023-10-02,2023,0.24,17.52
L,NEUTRAL,False,845.0,47.05,45,14.0,13.25,17.25,11,2023-10-02,2023,0.24,17.52
S,NEUTRAL,False,-167.5,48.83,57,14.75,13.5,-3.0,10,2023-10-03,2023,0.501,17.61
L,BULL,True,-755.0,48.83,13,14.75,21.5,-5.0,11,2023-10-03,2023,0.501,17.61
L,NEUTRAL,False,-792.5,51.95,18,15.5,21.5,7.0,11,2023-10-04,2023,0.036,19.78
S,BEAR,True,-792.5,51.95,12,15.5,27.75,-17.5,13,2023-10-04,2023,0.036,19.78
S,BEAR,True,-780.0,50.52,18,15.25,35.0,-22.75,10,2023-10-05,2023,0.061,18.58
L,NEUTRAL,False,1057.5,50.52,51,15.25,2.25,21.5,10,2023-10-05,2023,0.061,18.58
L,BEAR,False,4332.5,49.85,71,15.0,5.75,87.0,09,2023-10-06,2023,0.47,18.49
L,NEUTRAL,False,807.5,49.85,38,15.0,1.5,16.5,12,2023-10-06,2023,0.47,18.49
L,BULL,True,82.5,49.85,23,15.0,4.0,2.0,13,2023-10-06,2023,0.47,18.49
L,BEAR,False,2545.0,56.38,63,17.0,1.0,51.25,09,2023-10-09,2023,0.479,17.45
L,NEUTRAL,False,1707.5,56.38,37,17.0,0.75,34.5,12,2023-10-09,2023,0.479,17.45
S,BULL,False,932.5,58.55,57,17.5,8.0,19.0,10,2023-10-10,2023,0.109,17.7
S,BEAR,True,-892.5,58.48,65,17.5,23.5,-23.0,09,2023-10-11,2023,0.208,17.03
L,BEAR,False,1395.0,58.48,48,17.5,12.0,28.25,11,2023-10-11,2023,0.208,17.03
L,NEUTRAL,False,-867.5,57.08,33,17.0,49.25,-22.5,09,2023-10-12,2023,0.074,16.09
L,NEUTRAL,False,-867.5,57.08,7,17.0,28.75,-2.0,12,2023-10-12,2023,0.074,16.09
L,BEAR,False,-880.0,57.8,6,17.25,48.25,-37.0,09,2023-10-13,2023,0.253,16.69
L,BULL,True,-230.0,57.8,25,17.25,10.5,-4.25,13,2023-10-13,2023,0.253,16.69
L,BULL,True,-330.0,57.8,22,17.25,12.5,-6.25,13,2023-10-13,2023,0.253,16.69
S,BULL,False,-5.0,58.48,66,17.5,8.75,0.25,09,2023-10-16,2023,0.564,19.32
S,BULL,False,-880.0,57.9,12,17.25,35.5,-10.0,09,2023-10-17,2023,0.711,17.21
L,NEUTRAL,False,-867.5,57.08,8,17.0,49.5,-30.75,09,2023-10-18,2023,0.297,17.88
S,NEUTRAL,False,970.0,57.08,56,17.0,9.5,19.75,10,2023-10-18,2023,0.297,17.88
L,NEUTRAL,False,-867.5,57.08,9,17.0,34.5,-15.75,13,2023-10-18,2023,0.297,17.88
L,BEAR,False,-892.5,58.27,4,17.5,50.75,-49.0,09,2023-10-19,2023,0.035,19.22
L,BULL,True,-892.5,58.27,0,17.5,63.0,-61.25,11,2023-10-19,2023,0.035,19.22
L,BEAR,False,-892.5,58.27,8,17.5,39.25,-37.5,12,2023-10-19,2023,0.035,19.22
L,NEUTRAL,False,-942.5,61.38,37,18.5,26.0,-26.0,11,2023-10-20,2023,0.04,21.4
S,NEUTRAL,False,1545.0,61.38,30,18.5,6.75,31.25,12,2023-10-20,2023,0.04,21.4
S,BULL,False,-867.5,56.4,12,17.0,19.0,13.0,10,2023-10-23,2023,0.28,21.71
S,BULL,False,-880.0,57.17,68,17.25,20.75,-4.0,09,2023-10-24,2023,0.265,20.37
S,BULL,False,-880.0,57.17,20,17.25,34.0,-17.25,12,2023-10-24,2023,0.265,20.37
L,BEAR,False,-880.0,57.25,36,17.25,24.75,-13.25,09,2023-10-25,2023,0.41,18.97
S,BEAR,True,45.0,57.25,33,17.25,2.0,1.25,12,2023-10-25,2023,0.41,18.97
L,NEUTRAL,False,-892.5,58.15,19,17.5,36.25,-16.25,09,2023-10-26,2023,0.39,20.19
L,NEUTRAL,False,-880.0,57.83,33,17.25,43.5,-28.75,09,2023-10-27,2023,0.135,20.68
L,BULL,True,-880.0,57.83,11,17.25,42.0,-27.25,11,2023-10-27,2023,0.135,20.68
L,NEUTRAL,False,1157.5,56.58,53,17.0,6.75,23.5,10,2023-10-30,2023,0.599,21.27
S,BEAR,True,-867.5,56.58,2,17.0,31.0,-20.0,12,2023-10-30,2023,0.599,21.27
L,NEUTRAL,False,920.0,57.48,68,17.25,9.25,18.75,09,2023-10-31,2023,0.103,19.75
L,BEAR,False,807.5,57.48,57,17.25,7.25,16.5,10,2023-10-31,2023,0.103,19.75
L,BULL,True,120.0,57.48,18,17.25,0.75,2.75,13,2023-10-31,2023,0.103,19.75
L,NEUTRAL,False,1057.5,56.05,55,16.75,13.5,21.5,10,2023-11-01,2023,0.324,18.14
L,BULL,True,795.0,54.8,53,16.5,4.75,16.25,10,2023-11-02,2023,0.788,16.87
L,BULL,True,195.0,54.8,20,16.5,1.0,4.25,13,2023-11-02,2023,0.788,16.87
L,BEAR,False,570.0,51.83,65,15.5,7.5,11.75,09,2023-11-03,2023,0.521,15.66
S,BULL,False,195.0,51.83,24,15.5,8.0,4.25,13,2023-11-03,2023,0.521,15.66
S,NEUTRAL,False,-130.0,49.45,73,14.75,7.0,-2.25,09,2023-11-06,2023,0.06,14.91
S,NEUTRAL,False,82.5,49.45,61,14.75,1.75,2.0,10,2023-11-06,2023,0.06,14.91
S,BEAR,True,-517.5,49.45,26,14.75,13.5,-10.0,13,2023-11-06,2023,0.06,14.91
L,BULL,True,-105.0,45.23,53,13.5,11.5,-1.75,10,2023-11-07,2023,0.04,14.89
S,BEAR,True,-242.5,45.23,44,13.5,12.25,-4.5,11,2023-11-07,2023,0.04,14.89
L,NEUTRAL,False,-167.5,45.23,30,13.5,9.0,-3.0,12,2023-11-07,2023,0.04,14.89
L,NEUTRAL,False,-205.0,45.23,23,13.5,9.75,-3.75,13,2023-11-07,2023,0.04,14.89
L,BEAR,False,-667.5,43.48,18,13.0,21.25,-0.5,09,2023-11-08,2023,0.133,14.81
L,BEAR,False,-642.5,41.77,30,12.5,30.75,-23.25,09,2023-11-09,2023,0.262,14.45
L,BEAR,False,-642.5,41.77,0,12.5,39.0,-31.5,12,2023-11-09,2023,0.262,14.45
L,NEUTRAL,False,-642.5,41.77,5,12.5,29.75,-22.25,12,2023-11-09,2023,0.262,14.45
L,NEUTRAL,False,2657.5,41.08,70,12.25,10.25,53.5,09,2023-11-10,2023,0.368,15.29
L,NEUTRAL,False,2045.0,41.08,51,12.25,0.75,41.25,10,2023-11-10,2023,0.368,15.29
L,BULL,True,582.5,41.08,19,12.25,0.25,12.0,13,2023-11-10,2023,0.368,15.29
L,BULL,True,520.0,41.08,16,12.25,0.5,10.75,13,2023-11-10,2023,0.368,15.29
L,NEUTRAL,False,632.5,42.4,68,12.75,0.75,13.0,09,2023-11-13,2023,0.314,14.17
L,BULL,True,-105.0,42.4,44,12.75,6.5,-1.75,11,2023-11-13,2023,0.314,14.17
L,BULL,True,-630.0,40.8,39,12.25,13.75,-0.5,09,2023-11-14,2023,1.169,14.76
L,BULL,True,-630.0,40.8,4,12.25,16.25,-3.0,10,2023-11-14,2023,1.169,14.76
S,BULL,False,-30.0,40.8,31,12.25,11.0,-0.25,12,2023-11-14,2023,1.169,14.76
S,BULL,False,1107.5,40.52,62,12.25,2.0,22.5,10,2023-11-15,2023,0.198,14.16
L,BEAR,False,-592.5,38.2,9,11.5,11.75,9.75,09,2023-11-16,2023,0.014,14.18
L,NEUTRAL,False,357.5,36.25,66,11.0,5.0,7.5,09,2023-11-17,2023,0.019,14.32
S,BULL,False,-567.5,36.25,25,11.0,16.0,-6.75,10,2023-11-17,2023,0.019,14.32
L,BULL,True,95.0,36.25,38,11.0,1.0,2.25,12,2023-11-17,2023,0.019,14.32
L,NEUTRAL,False,-142.5,36.25,17,11.0,5.75,-2.5,13,2023-11-17,2023,0.019,14.32
L,BEAR,False,1007.5,35.08,68,10.5,1.5,20.5,09,2023-11-20,2023,0.014,13.8
L,NEUTRAL,False,645.0,35.08,57,10.5,1.25,13.25,10,2023-11-20,2023,0.014,13.8
S,NEUTRAL,False,-105.0,37.2,53,11.25,10.75,-1.75,10,2023-11-21,2023,0.172,13.41
L,NEUTRAL,False,7.5,35.8,59,10.75,9.5,0.5,10,2023-11-22,2023,0.399,13.35
S,BULL,False,282.5,35.8,26,10.75,1.25,6.0,13,2023-11-22,2023,0.399,13.35
S,NEUTRAL,False,-117.5,30.43,31,9.25,3.75,-2.0,09,2023-11-24,2023,0.062,12.8
S,NEUTRAL,False,157.5,24.48,65,7.25,6.0,3.5,09,2023-11-27,2023,0.134,12.46
S,NEUTRAL,False,-367.5,22.98,17,7.0,9.0,-7.75,12,2023-11-28,2023,0.101,12.69
S,NEUTRAL,False,770.0,21.73,62,6.5,0.75,15.75,10,2023-11-29,2023,0.402,12.69
S,BEAR,True,-342.5,21.73,11,6.5,6.75,6.5,11,2023-11-29,2023,0.402,12.69
L,BULL,True,-367.5,23.27,0,7.0,17.5,11.5,09,2023-11-30,2023,0.029,12.98
S,BEAR,True,-367.5,23.27,41,7.0,23.75,-18.0,10,2023-11-30,2023,0.029,12.98
L,BEAR,False,1170.0,23.27,30,7.0,4.0,23.75,12,2023-11-30,2023,0.029,12.98
S,BEAR,True,-380.0,24.3,9,7.25,10.0,-8.25,13,2023-12-01,2023,0.096,12.92
L,BULL,True,195.0,24.3,18,7.25,3.5,4.25,13,2023-12-01,2023,0.096,12.92
S,BEAR,True,-417.5,26.65,6,8.0,21.0,-14.5,10,2023-12-04,2023,0.698,12.63
L,BULL,True,-417.5,26.65,6,8.0,10.75,-2.5,12,2023-12-04,2023,0.698,12.63
S,BEAR,True,-417.5,26.65,15,8.0,11.25,-4.75,13,2023-12-04,2023,0.698,12.63
L,BEAR,False,-392.5,24.62,7,7.5,12.5,1.75,09,2023-12-05,2023,0.215,13.08
L,NEUTRAL,False,-392.5,24.62,2,7.5,12.75,1.5,10,2023-12-05,2023,0.215,13.08
S,BEAR,True,-392.5,24.62,32,7.5,8.5,-6.0,11,2023-12-05,2023,0.215,13.08
L,NEUTRAL,False,270.0,24.62,26,7.5,1.75,5.75,13,2023-12-05,2023,0.215,13.08
S,BEAR,True,945.0,25.65,49,7.75,2.25,19.25,11,2023-12-06,2023,0.406,12.85
S,BEAR,True,782.5,25.65,29,7.75,3.0,16.0,12,2023-12-06,2023,0.406,12.85
S,BULL,False,-430.0,27.65,45,8.25,9.0,-0.25,09,2023-12-07,2023,0.398,12.97
L,NEUTRAL,False,-117.5,27.65,25,8.25,3.25,-2.0,13,2023-12-07,2023,0.398,12.97
L,BULL,True,-180.0,27.65,18,8.25,4.5,-3.25,13,2023-12-07,2023,0.398,12.97
L,BULL,True,820.0,29.75,57,9.0,8.25,16.75,10,2023-12-08,2023,0.119,13.06
L,NEUTRAL,False,707.5,32.48,67,9.75,5.75,14.5,09,2023-12-11,2023,0.076,12.35
L,NEUTRAL,False,757.5,32.48,56,9.75,4.75,15.5,10,2023-12-11,2023,0.076,12.35
L,BULL,True,145.0,32.48,23,9.75,2.5,3.25,13,2023-12-11,2023,0.076,12.35
L,BULL,True,882.5,33.77,52,10.25,3.75,18.0,10,2023-12-12,2023,0.09,12.63
L,BULL,True,732.5,33.77,35,10.25,1.75,15.0,12,2023-12-12,2023,0.09,12.63
L,BEAR,False,-580.0,37.42,13,11.25,34.25,-10.5,09,2023-12-14,2023,0.298,12.19
S,BULL,False,-242.5,37.42,18,11.25,10.5,-4.5,13,2023-12-14,2023,0.298,12.19
L,BULL,True,-592.5,38.5,42,11.5,12.5,1.5,09,2023-12-15,2023,0.033,12.48
L,BULL,True,-592.5,38.5,31,11.5,15.5,-1.5,10,2023-12-15,2023,0.033,12.48
L,NEUTRAL,False,-592.5,38.5,25,11.5,17.25,-3.25,10,2023-12-15,2023,0.033,12.48
S,BULL,False,-555.0,36.2,49,10.75,12.75,0.25,09,2023-12-18,2023,0.2,12.28
L,BULL,True,132.5,35.77,52,10.75,6.0,3.0,10,2023-12-19,2023,0.153,12.56
L,BULL,True,170.0,35.77,24,10.75,3.25,3.75,13,2023-12-19,2023,0.153,12.56
S,BULL,False,3920.0,35.55,63,10.75,5.5,78.75,09,2023-12-20,2023,0.124,12.53
L,NEUTRAL,False,-617.5,39.75,14,12.0,28.25,12.0,09,2023-12-21,2023,0.649,13.67
S,BULL,False,-642.5,41.55,51,12.5,15.0,-6.5,10,2023-12-26,2023,0.157,13.03
L,NEUTRAL,False,557.5,41.45,68,12.5,6.75,11.5,09,2023-12-27,2023,0.069,12.99
L,NEUTRAL,False,-642.5,41.45,2,12.5,13.5,4.75,12,2023-12-27,2023,0.069,12.99
S,NEUTRAL,False,107.5,39.6,69,12.0,3.75,2.5,09,2023-12-28,2023,0.051,12.43
S,BEAR,True,32.5,39.6,50,12.0,5.25,1.0,11,2023-12-28,2023,0.051,12.43
S,BULL,False,157.5,39.6,24,12.0,2.75,3.5,13,2023-12-28,2023,0.051,12.43
L,BULL,True,-55.0,34.02,21,10.25,5.25,-0.75,13,2023-12-29,2023,0.092,12.47
L,NEUTRAL,False,-517.5,33.3,14,10.0,25.75,-3.25,11,2024-01-02,2024,0.553,12.45
L,BULL,True,-517.5,33.3,3,10.0,23.5,-1.0,12,2024-01-02,2024,0.553,12.45
L,NEUTRAL,False,-530.0,34.27,7,10.25,19.25,-13.75,09,2024-01-03,2024,0.44,13.2
L,BEAR,False,-105.0,34.27,63,10.25,7.25,-1.75,09,2024-01-03,2024,0.44,13.2
S,BEAR,True,-530.0,34.27,8,10.25,19.5,5.75,11,2024-01-03,2024,0.44,13.2
L,NEUTRAL,False,-530.0,34.27,8,10.25,21.75,-16.25,12,2024-01-03,2024,0.44,13.2
S,BULL,False,-542.5,35.15,10,10.5,10.75,27.0,09,2024-01-04,2024,0.131,14.04
S,BULL,False,782.5,36.6,72,11.0,7.25,16.0,09,2024-01-05,2024,0.028,14.13
S,BEAR,True,-567.5,36.6,3,11.0,14.0,-5.5,12,2024-01-05,2024,0.028,14.13
S,BULL,False,245.0,36.6,24,11.0,1.75,5.25,13,2024-01-05,2024,0.028,14.13
S,BULL,False,-492.5,31.9,6,9.5,52.25,-49.0,09,2024-01-08,2024,0.042,13.35
S,BULL,False,-530.0,34.1,14,10.25,25.5,-16.5,10,2024-01-10,2024,0.06,12.76
L,BULL,True,732.5,35.08,31,10.5,0.5,15.0,12,2024-01-11,2024,0.138,12.69
S,NEUTRAL,False,-605.0,39.02,19,11.75,17.5,-7.25,11,2024-01-12,2024,0.277,12.44
S,NEUTRAL,False,-605.0,39.02,16,11.75,15.25,-5.0,11,2024-01-12,2024,0.277,12.44
L,BULL,True,-580.0,37.9,0,11.25,31.25,-12.0,10,2024-01-16,2024,0.212,13.25
S,NEUTRAL,False,532.5,37.9,55,11.25,1.0,11.0,10,2024-01-16,2024,0.212,13.25
S,BEAR,True,-417.5,37.9,37,11.25,10.5,-8.0,12,2024-01-16,2024,0.212,13.25
L,NEUTRAL,False,457.5,37.9,26,11.25,9.75,9.5,13,2024-01-16,2024,0.212,13.25
L,BULL,True,-592.5,38.33,29,11.5,20.0,2.5,09,2024-01-17,2024,0.606,13.84
L,NEUTRAL,False,-592.5,38.33,8,11.5,27.25,-4.75,10,2024-01-17,2024,0.606,13.84
S,BEAR,True,-592.5,38.2,46,11.5,30.5,-22.75,09,2024-01-18,2024,0.321,14.79
S,BEAR,True,-592.5,38.2,19,11.5,36.75,-29.0,11,2024-01-18,2024,0.321,14.79
L,NEUTRAL,False,2370.0,38.95,67,11.75,2.5,47.75,09,2024-01-19,2024,0.235,14.13
L,BULL,True,2082.5,38.95,48,11.75,1.0,42.0,11,2024-01-19,2024,0.235,14.13
S,NEUTRAL,False,507.5,40.83,73,12.25,6.5,10.5,09,2024-01-22,2024,0.255,13.3
S,BEAR,True,270.0,40.83,51,12.25,2.5,5.75,10,2024-01-22,2024,0.255,13.3
S,BEAR,True,70.0,40.83,17,12.25,6.5,1.75,13,2024-01-22,2024,0.255,13.3
L,NEUTRAL,False,657.5,36.77,72,11.0,10.75,13.5,09,2024-01-23,2024,0.109,13.19
S,BEAR,True,-567.5,36.77,32,11.0,19.25,-19.25,11,2024-01-23,2024,0.109,13.19
L,NEUTRAL,False,782.5,36.77,20,11.0,0.5,16.0,13,2024-01-23,2024,0.109,13.19
L,BEAR,False,-555.0,35.55,33,10.75,33.75,-29.5,10,2024-01-24,2024,0.454,12.55
S,BULL,False,820.0,33.38,61,10.0,0.25,16.75,10,2024-01-26,2024,0.068,13.45
S,NEUTRAL,False,-17.5,33.38,34,10.0,9.25,0.0,12,2024-01-26,2024,0.068,13.45
S,NEUTRAL,False,45.0,33.38,22,10.0,8.0,1.25,13,2024-01-26,2024,0.068,13.45
L,BEAR,False,1620.0,32.62,66,9.75,5.5,32.75,09,2024-01-29,2024,0.081,13.26
L,BEAR,False,-167.5,36.5,68,11.0,9.25,-3.0,09,2024-01-30,2024,0.085,13.6
S,BULL,False,270.0,36.5,30,11.0,6.5,5.75,12,2024-01-30,2024,0.085,13.6
S,NEUTRAL,False,-542.5,34.73,25,10.5,18.25,39.5,11,2024-01-31,2024,0.342,13.31
S,BULL,False,-592.5,38.23,18,11.5,49.0,-47.75,09,2024-02-01,2024,0.205,14.35
L,BULL,True,1795.0,38.23,31,11.5,7.5,36.25,12,2024-02-01,2024,0.205,14.35
L,NEUTRAL,False,1832.5,40.62,71,12.25,1.75,37.0,09,2024-02-02,2024,0.203,13.88
L,BULL,True,982.5,40.62,58,12.25,2.0,20.0,10,2024-02-02,2024,0.203,13.88
L,BULL,True,-630.0,40.62,5,12.25,14.5,5.25,11,2024-02-02,2024,0.203,13.88
S,BULL,False,-630.0,40.62,7,12.25,20.5,-1.25,12,2024-02-02,2024,0.203,13.88
L,BEAR,False,570.0,41.58,69,12.5,9.75,11.75,09,2024-02-05,2024,0.098,13.85
S,BULL,False,382.5,41.58,28,12.5,10.25,8.0,12,2024-02-05,2024,0.098,13.85
L,BEAR,False,445.0,43.08,64,13.0,4.0,9.25,09,2024-02-06,2024,0.193,13.67
S,NEUTRAL,False,-292.5,43.08,38,13.0,12.75,-5.5,12,2024-02-06,2024,0.193,13.67
L,BEAR,False,370.0,42.98,59,13.0,4.25,7.75,10,2024-02-07,2024,0.511,13.06
L,NEUTRAL,False,20.0,42.98,33,13.0,3.0,0.75,12,2024-02-07,2024,0.511,13.06
L,NEUTRAL,False,-55.0,42.98,23,13.0,4.5,-0.75,13,2024-02-07,2024,0.511,13.06
S,BEAR,True,-205.0,41.75,68,12.5,8.25,-3.75,09,2024-02-08,2024,0.022,12.83
L,BEAR,False,370.0,41.75,54,12.5,1.5,7.75,10,2024-02-08,2024,0.022,12.83
L,BULL,True,170.0,41.75,22,12.5,3.75,3.75,13,2024-02-08,2024,0.022,12.83
S,NEUTRAL,False,-617.5,40.27,16,12.0,20.0,-14.25,11,2024-02-09,2024,0.08,12.79
S,BULL,False,1520.0,40.83,51,12.25,1.25,30.75,10,2024-02-12,2024,0.004,12.93
S,BULL,False,707.5,39.9,56,12.0,3.0,14.5,10,2024-02-13,2024,1.046,13.93
S,BEAR,True,20.0,39.9,32,12.0,1.5,0.75,12,2024-02-13,2024,1.046,13.93
S,BEAR,True,-617.5,39.9,14,12.0,18.5,-16.25,13,2024-02-13,2024,1.046,13.93
L,BULL,True,-667.5,43.23,4,13.0,25.25,20.25,09,2024-02-14,2024,0.475,15.85
S,BULL,False,-667.5,43.23,28,13.0,29.0,-27.0,11,2024-02-14,2024,0.475,15.85
S,NEUTRAL,False,-667.5,43.23,6,13.0,24.0,-22.0,13,2024-02-14,2024,0.475,15.85
S,NEUTRAL,False,-642.5,41.52,36,12.5,22.25,-19.25,09,2024-02-15,2024,0.013,14.38
S,BEAR,True,-642.5,41.52,13,12.5,31.75,-28.75,10,2024-02-15,2024,0.013,14.38
L,BULL,True,495.0,41.52,28,12.5,1.0,10.25,12,2024-02-15,2024,0.013,14.38
S,BULL,False,-592.5,38.1,5,11.5,21.5,17.5,09,2024-02-16,2024,0.08,14.01
S,BEAR,True,7.5,35.4,12,10.5,1.25,0.5,10,2024-02-19,2024,0.182,14.24
S,NEUTRAL,False,82.5,32.0,69,9.5,8.5,2.0,09,2024-02-20,2024,0.404,14.71
L,BEAR,False,-492.5,32.0,6,9.5,24.0,-5.25,10,2024-02-20,2024,0.404,14.71
S,BEAR,True,-530.0,33.77,15,10.25,23.75,-18.5,11,2024-02-21,2024,0.161,15.42
S,NEUTRAL,False,-530.0,33.77,24,10.25,20.75,-15.5,12,2024-02-21,2024,0.161,15.42
L,NEUTRAL,False,1082.5,34.5,72,10.25,5.0,22.0,09,2024-02-22,2024,1.236,15.34
L,BEAR,False,-592.5,38.55,8,11.5,25.5,-20.5,09,2024-02-23,2024,0.346,14.54
S,BULL,False,1195.0,38.42,72,11.5,1.75,24.25,09,2024-02-26,2024,0.11,13.75
L,NEUTRAL,False,-592.5,38.42,11,11.5,18.0,-17.0,11,2024-02-26,2024,0.11,13.75
S,BEAR,True,607.5,38.42,22,11.5,3.5,12.5,13,2024-02-26,2024,0.11,13.75
L,BULL,True,-592.5,38.05,31,11.5,11.5,13.25,09,2024-02-27,2024,0.136,13.74
S,BULL,False,-492.5,38.05,21,11.5,10.25,-9.5,13,2024-02-27,2024,0.136,13.74
S,BULL,False,682.5,35.42,59,10.75,1.75,14.0,10,2024-02-28,2024,0.342,13.43
S,BEAR,True,-505.0,32.6,61,9.75,21.75,-7.25,09,2024-02-29,2024,0.467,13.84
S,BEAR,True,-505.0,32.6,10,9.75,29.0,-14.5,11,2024-02-29,2024,0.467,13.84
L,NEUTRAL,False,1745.0,33.38,74,10.0,3.25,35.25,09,2024-03-01,2024,0.101,13.4
L,BULL,True,1220.0,33.38,68,10.0,3.75,24.75,09,2024-03-01,2024,0.101,13.4
L,BEAR,False,845.0,33.38,49,10.0,0.5,17.25,11,2024-03-01,2024,0.101,13.4
L,BULL,True,332.5,33.38,38,10.0,1.0,7.0,12,2024-03-01,2024,0.101,13.4
L,BULL,True,-330.0,34.0,60,10.25,6.75,-6.25,10,2024-03-04,2024,0.091,13.11
L,BULL,True,-530.0,34.0,37,10.25,10.5,-10.0,12,2024-03-04,2024,0.091,13.11
S,BULL,False,-530.0,34.0,7,10.25,14.0,9.0,13,2024-03-04,2024,0.091,13.11
L,BEAR,False,-555.0,35.77,33,10.75,30.5,-3.0,09,2024-03-05,2024,0.318,13.49
L,NEUTRAL,False,-555.0,35.77,9,10.75,31.5,-4.0,11,2024-03-05,2024,0.318,13.49
S,BEAR,True,-580.0,37.52,4,11.25,23.75,-1.75,09,2024-03-06,2024,0.505,14.46
S,BULL,False,970.0,37.52,43,11.25,1.25,19.75,11,2024-03-06,2024,0.505,14.46
S,BEAR,True,-192.5,37.52,22,11.25,8.75,-3.5,13,2024-03-06,2024,0.505,14.46
